ROI	voxels	volume_mm3	T1_mean	T1_std	T1_min	T1_max	T1_CoV	T1_nulls
1098	462	0.462	0.3257003	0.03242921	0.2330008	0.4076115	0.09956765	0
1099	2442	2.442	0.2275815	0.0614415	0.06986292	0.3949261	0.2699758	0
1100	1376	1.376	0.2300214	0.03460795	0.1283463	0.3519263	0.1504554	0
1101	160	0.16	0.3463951	0.02874671	0.2827163	0.4418434	0.08298821	0
1102	49	0.049	0.2720678	0.03246978	0.1864566	0.3195599	0.1193445	0
1103	130	0.13	0.296254	0.02877652	0.2177037	0.3728199	0.09713461	0
1104	2752	2.752	0.283111	0.05990972	0.08907787	0.4529431	0.2116121	0
1105	142	0.142	0.2991741	0.04271015	0.2091224	0.4002427	0.1427602	0
1106	452	0.452	0.2895811	0.04066412	0.1714393	0.3887699	0.1404239	0
1107	1041	1.041	0.3068318	0.038344	0.1982092	0.4238413	0.1249675	0
1108	2	0.002	0.3585488	0.03033945	0.3370956	0.3800021	0.08461735	0
1109	301	0.301	0.2274331	0.04776302	0.1079191	0.3841994	0.2100091	0
1110	509	0.509	0.2274666	0.05143999	0.038336	0.4163793	0.2261431	4
1111	207	0.207	0.229984	0.03358136	0.1391662	0.3125643	0.1460161	0
1112	906	0.906	0.1735416	0.03142272	0.04589127	0.2700309	0.1810674	10
1113	1326	1.326	0.2221165	0.04312448	0.09467406	0.3613471	0.1941525	0
1114	1211	1.211	0.1526588	0.03423174	0.04272002	0.2861675	0.224237	11
1115	2019	2.019	0.2482343	0.03966052	0.1226565	0.3887699	0.1597705	0
1116	3994	3.994	0.1562754	0.03552591	0.04691729	0.2782391	0.2273288	3
1117	308	0.308	0.1933114	0.02882685	0.1021361	0.3245035	0.1491213	0
1118	186	0.186	0.2641662	0.03480902	0.1875759	0.3663839	0.1317694	0
1119	955	0.955	0.2428709	0.1028444	2.334151e-07	0.5187019	0.4234532	22
1120	920	0.92	0.4041698	0.05465091	0.1733048	0.5683241	0.1352177	0
1121	7671	7.671	0.4652969	0.09276872	0.2058578	0.7213883	0.1993753	0
1122	41	0.041	0.2868841	0.04474588	0.1980227	0.3900758	0.155972	0
1123	422	0.422	0.4062566	0.05810804	0.2665797	0.5868859	0.1430329	0
1124	380	0.38	0.513629	0.07089116	0.3190936	0.650033	0.1380202	0
1125	381	0.381	0.2496762	0.07257524	0.0643597	0.3972579	0.2906774	15
1126	16	0.016	0.3887582	0.04515701	0.3344839	0.513292	0.1161571	0
1127	1499	1.499	0.3739586	0.04877083	0.1924262	0.5546128	0.1304177	0
1129	39	0.039	0.3136453	0.04952923	0.2358923	0.4311167	0.1579148	0
1131	11	0.011	0.434339	0.05715498	0.3410132	0.5001402	0.1315907	0
1132	5	0.005	0.466953	0.05800695	0.4066787	0.5409014	0.1242244	0
1133	1018	1.018	0.308625	0.0659355	0.05176759	0.4748627	0.2136428	0
1134	470	0.47	0.3605689	0.06261739	0.06137491	0.4709451	0.1736628	0
1135	934	0.934	0.1869911	0.0408714	0.07434012	0.3208658	0.218574	1
1136	342	0.342	0.1485724	0.03602988	0.02732955	0.2365452	0.2425073	11
1137	121	0.121	0.2363903	0.02946865	0.1693873	0.2962412	0.124661	0
1139	10	0.01	0.1776607	0.02897444	0.1347823	0.2393433	0.1630886	0
1140	660	0.66	0.1589619	0.07276598	0.03712342	0.4420299	0.4577573	0
1141	354	0.354	0.1030533	0.02620756	0.0293816	0.1654697	0.2543108	0
1142	89	0.089	0.3645091	0.04677202	0.2492306	0.4895068	0.1283151	0
1143	659	0.659	0.3089912	0.06135211	0.1550229	0.4609647	0.1985562	0
1144	842	0.8420001	0.2569048	0.05758901	0.08441381	0.5112399	0.2241648	0
1145	379	0.379	0.3207621	0.04097431	0.2180768	0.4626437	0.1277405	0
1146	269	0.269	0.223063	0.04041174	0.1097846	0.3457702	0.1811674	0
1147	3048	3.048	0.2740351	0.04272321	0.1517583	0.486522	0.1559041	1
1148	3436	3.436	0.3687469	0.1042389	0.0677176	0.7559	0.2826843	0
1149	201	0.201	0.3107721	0.04043998	0.0956068	0.4034141	0.1301274	0
1151	214	0.214	0.5423297	0.0488391	0.3867179	0.6908875	0.09005427	0
1152	368	0.368	0.2284999	0.04516024	0.1225633	0.3400804	0.1976378	0
1153	516	0.516	0.4295874	0.03330637	0.3384015	0.5701897	0.07753107	0
1154	33	0.033	0.4099151	0.1113986	0.08758516	0.5969596	0.2717602	0
1155	111	0.111	0.4748601	0.03542213	0.3770173	0.5618882	0.07459487	0
1156	121	0.121	0.4778328	0.06524684	0.2468055	0.6010637	0.1365474	0
1157	388	0.388	0.3729025	0.03617208	0.284302	0.4958495	0.09700145	0
1158	60	0.06	0.3288159	0.04200983	0.2520289	0.4470668	0.1277609	0
1160	228	0.228	0.3697496	0.03905875	0.2637815	0.4742098	0.1056357	0
1161	137	0.137	0.4993424	0.1564828	0.08338779	0.7987133	0.3133777	0
1162	910	0.91	0.1903978	0.0414588	0.08814481	0.3061283	0.2177482	0
1163	827	0.827	0.3675889	0.04462301	0.1697604	0.5095609	0.1213938	0
1164	32	0.032	0.3615541	0.03895398	0.2727359	0.4645092	0.1077404	0
1165	25	0.025	0.3624515	0.03619002	0.2830894	0.4289714	0.09984788	0
1166	858	0.858	0.3401789	0.04257364	0.1945715	0.479713	0.1251508	0
